variable_name,display_name,source_section,cbms_item,practical_type,code,label,source_document,source_page,mapping_basis,observed_in_current_raw,review_status,notes
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,13,Father-in-Law,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,14,Mother-in-Law,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,15,Brother,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,Yes,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,16,Sister,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,Yes,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,17,Brother-in-Law,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,18,Sister-in-Law,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,19,Uncle,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,20,Aunt,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,21,Nephew,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,22,Niece,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,23,Other Relative,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,Yes,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,24,Boarder,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,25,Domestic Helper,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A02_RELATION_TO_HH_HEAD,Relationship to the household head,A,A02,coded_category,26,Nonrelative,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,No,verified,
A05_SEX,Sex,A,A05,coded_category,1,Male,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,Yes,verified,
A05_SEX,Sex,A,A05,coded_category,2,Female,2022 CBMS Household Profile Questionnaire,2,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,1,Single,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,2,Married,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,3,Common Law/Live-In,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,4,Widowed,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,5,Divorced,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,6,Separated,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,Yes,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,7,Annulled,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,No,verified,
A09_MARITAL_STATUS,Marital status,A,A09,coded_category,8,Unknown,2022 CBMS Household Profile Questionnaire,3,official_questionnaire,No,verified,
A17_SOLO_PARENT,Solo Parent,A,A17,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A17_SOLO_PARENT,Solo Parent,A,A17,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A18_SOLO_PARENT_ID,Solo Parent ID,A,A18,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A18_SOLO_PARENT_ID,Solo Parent ID,A,A18,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A18_SOLO_PARENT_ID,Solo Parent ID,A,A18,yes_no_code,8,Don't Know,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A19_SENIOR_CITIZEN_ID,Senior Citizen ID,A,A19,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A19_SENIOR_CITIZEN_ID,Senior Citizen ID,A,A19,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A19_SENIOR_CITIZEN_ID,Senior Citizen ID,A,A19,yes_no_code,8,Don't Know,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_A_SEEING,"Seeing, even if wearing glasses",A,A20,coded_category,1,"No, No Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_A_SEEING,"Seeing, even if wearing glasses",A,A20,coded_category,2,"Yes, Some Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_A_SEEING,"Seeing, even if wearing glasses",A,A20,coded_category,3,"Yes, A Lot of Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_A_SEEING,"Seeing, even if wearing glasses",A,A20,coded_category,4,Cannot Do It at All,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_B_HEARING,"Hearing, even if using hearing aid",A,A20,coded_category,1,"No, No Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_B_HEARING,"Hearing, even if using hearing aid",A,A20,coded_category,2,"Yes, Some Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_B_HEARING,"Hearing, even if using hearing aid",A,A20,coded_category,3,"Yes, A Lot of Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_B_HEARING,"Hearing, even if using hearing aid",A,A20,coded_category,4,Cannot Do It at All,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_C_WALKING,"Walking or climbing steps, even if with cane or artificial leg",A,A20,coded_category,1,"No, No Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_C_WALKING,"Walking or climbing steps, even if with cane or artificial leg",A,A20,coded_category,2,"Yes, Some Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_C_WALKING,"Walking or climbing steps, even if with cane or artificial leg",A,A20,coded_category,3,"Yes, A Lot of Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_C_WALKING,"Walking or climbing steps, even if with cane or artificial leg",A,A20,coded_category,4,Cannot Do It at All,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_D_REMEMBERING,Remembering or concentrating,A,A20,coded_category,1,"No, No Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_D_REMEMBERING,Remembering or concentrating,A,A20,coded_category,2,"Yes, Some Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_D_REMEMBERING,Remembering or concentrating,A,A20,coded_category,3,"Yes, A Lot of Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_D_REMEMBERING,Remembering or concentrating,A,A20,coded_category,4,Cannot Do It at All,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_E_SELF_CARING,Self-caring (such as wasking all over or dressing),A,A20,coded_category,1,"No, No Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_E_SELF_CARING,Self-caring (such as wasking all over or dressing),A,A20,coded_category,2,"Yes, Some Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_E_SELF_CARING,Self-caring (such as wasking all over or dressing),A,A20,coded_category,3,"Yes, A Lot of Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_E_SELF_CARING,Self-caring (such as wasking all over or dressing),A,A20,coded_category,4,Cannot Do It at All,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_F_COMMUNICATING,Communicating using his/her casual (customary) language,A,A20,coded_category,1,"No, No Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_F_COMMUNICATING,Communicating using his/her casual (customary) language,A,A20,coded_category,2,"Yes, Some Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_F_COMMUNICATING,Communicating using his/her casual (customary) language,A,A20,coded_category,3,"Yes, A Lot of Difficulty",2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
A20_F_COMMUNICATING,Communicating using his/her casual (customary) language,A,A20,coded_category,4,Cannot Do It at All,2022 CBMS Household Profile Questionnaire,4,official_questionnaire,Yes,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,1,"Yes, Overseas Filipino Worker (OFW) With Contract",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,Yes,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,2,"Yes, Other OFW With No Contract",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,Yes,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,3,"Yes, Employee in Philippine Embassy, Consulates and Other Missions",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,No,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,4,"Yes, Student Abroad",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,Yes,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,5,"Yes, Tourist",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,Yes,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,6,"Yes, Other Overseas Filipino Not Elsewhere Classified",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,No,verified,
B06_OFI,Overseas Filipino Indicator,B,B06,coded_category,7,"No, Resident (Philippines)",2022 CBMS Household Profile Questionnaire,5,official_questionnaire,Yes,verified,
C01_SIMPLE_LITERACY,Basic Literacy,C,C01,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C01_SIMPLE_LITERACY,Basic Literacy,C,C01,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,0,Early Childhood Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,1,Primary Education (Elementary),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,2,Lower Secondary (Junior High School),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,3,Upper Secondary (Senior High School),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,4,Post-Secondary Non-Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,5,Short-Cycle Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,6,Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,7,Master Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,C02,coded_category,8,Doctoral Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,"This maps the 1-digit education LEVEL used by C02_HGC_LEVEL, not the separate detailed 8-digit grade/year code."
C03_CURRENTLY_ATTENDING_SCHOOL,Current School Attendance,C,C03,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C03_CURRENTLY_ATTENDING_SCHOOL,Current School Attendance,C,C03,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00000000,No Grade Completed,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00001000,Nursery,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00002000,Kindergarten,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010003,Alternative Learning System (ALS),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010004,Indigenous People Education (IPED),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010005,Madrasah,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010006,Special Education (SPED),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010011,Grade 1,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010012,Grade 2,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010013,Grade 3,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010014,Grade 4,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010015,Grade 5,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010016,Grade 6,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010017,Grade 7 (Old Curriculum),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00010018,Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024003,Alternative Learning System (ALS),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024004,Indigenous People Education (IPED),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024005,Madrasah,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024006,Special Education (SPED),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024011,Grade 7 / 1st Year,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024012,Grade 8 / 2nd Year,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024013,Grade 9 / 3rd Year,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024014,Grade 10 / 4th Year,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00024015,JHS Graduate / HS Graduate (Old Curriculum),2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034011,Grade 11 - Academic Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034012,Grade 12 - Academic Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034013,SHS Graduate - Strand Unknown to Respondent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034014,General Academic Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034015,"Accountancy, Business and Management Strand Graduate",2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034016,"Science, Technology, Engineering and Mathematics Strand Graduate",2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034017,Humanities and Social Sciences Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034018,Pre-Baccalaureate Maritime Specialization Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034021,Grade 11 - Arts and Design Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034022,Grade 12 - Arts and Design Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034023,"SHS Graduate - Arts and Design, Strand Unknown to Respondent",2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034024,Music Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034025,Theater Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034026,Visual Arts Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034027,Media Arts Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
